query_id,query,embedding_latency_ms,retrieval_latency_ms,reranking_latency_ms,generation_latency_ms,grounding_latency_ms,total_rag_latency_ms,total_latency_ms,success,refused
q5_19,What is the currency of India?,14.186859130859375,0.2307891845703125,26.092052459716797,0.009059906005859375,0.03719329833984375,40.5580997467041,40.5580997467041,True,True
q6_20,What is the national animal of India?,15.720129013061523,0.19812583923339844,30.40790557861328,0.010013580322265625,0.03790855407714844,46.37503623962402,46.37503623962402,True,True
q7_21,What are the official languages of India?,16.754865646362305,0.24175643920898438,33.926963806152344,0.010013580322265625,0.03719329833984375,50.972938537597656,50.972938537597656,True,True
q8_22,What is the climate of India?,15.655040740966797,0.2129077911376953,29.65712547302246,0.011205673217773438,0.04124641418457031,45.57919502258301,45.57919502258301,True,True
q9_23,What is the geography of India?,15.130758285522461,0.2429485321044922,30.50398826599121,0.010013580322265625,0.03719329833984375,45.929908752441406,45.929908752441406,True,True
q10_24,What is the history of India?,15.029191970825195,0.24008750915527344,30.47919273376465,0.009775161743164062,0.0362396240234375,45.79615592956543,45.79615592956543,True,True
q11_25,What is the economy of India?,14.37997817993164,0.21600723266601562,29.658794403076172,0.010967254638671875,0.03933906555175781,44.306278228759766,44.306278228759766,True,True
q12_26,What is the culture of India?,13.761758804321289,0.2129077911376953,23.345232009887695,0.010967254638671875,0.03695487976074219,37.36996650695801,37.36996650695801,True,True
q13_27,What are the major cities in India?,14.502286911010742,0.2429485321044922,30.60603141784668,0.030040740966796875,0.09179115295410156,45.47405242919922,45.47405242919922,True,False
q14_28,What is the education system in India?,15.285015106201172,0.2377033233642578,28.690338134765625,0.010967254638671875,0.03790855407714844,44.26383972167969,44.26383972167969,True,True
q15_29,What is the healthcare system in India?,15.324831008911133,0.22602081298828125,29.448986053466797,0.008821487426757812,0.03719329833984375,45.04799842834473,45.04799842834473,True,True
q1_30,What is the capital of India?,14.735937118530273,0.23412704467773438,31.4788818359375,0.027179718017578125,0.08296966552734375,46.562910079956055,46.562910079956055,True,False
q2_31,Who is the prime minister of India?,14.583826065063477,0.23436546325683594,30.817031860351562,0.010967254638671875,0.03719329833984375,45.68600654602051,45.68600654602051,True,True
q3_32,What is the population of India?,14.918804168701172,0.21719932556152344,29.052019119262695,0.010013580322265625,0.03695487976074219,44.23809051513672,44.23809051513672,True,True
q4_33,What are the major religions in India?,14.780044555664062,0.22292137145996094,28.900146484375,0.010013580322265625,0.03790855407714844,43.95294189453125,43.95294189453125,True,True
q5_34,What is the currency of India?,15.147686004638672,0.2338886260986328,25.190114974975586,0.010013580322265625,0.035762786865234375,40.6186580657959,40.6186580657959,True,True
q6_35,What is the national animal of India?,14.458894729614258,0.2110004425048828,30.282020568847656,0.010013580322265625,0.03504753112792969,44.998884201049805,44.998884201049805,True,True
q7_36,What are the official languages of India?,14.94288444519043,0.2071857452392578,28.512001037597656,0.010013580322265625,0.03886222839355469,43.71190071105957,43.71190071105957,True,True
q8_37,What is the climate of India?,15.579938888549805,0.2319812774658203,29.934167861938477,0.010013580322265625,0.03695487976074219,45.79496383666992,45.79496383666992,True,True
q9_38,What is the geography of India?,16.205787658691406,0.22292137145996094,33.61320495605469,0.009059906005859375,0.03695487976074219,50.09007453918457,50.09007453918457,True,True
q10_39,What is the history of India?,15.071868896484375,0.2181529998779297,34.990787506103516,0.009059906005859375,0.03600120544433594,50.32706260681152,50.32706260681152,True,True
q11_40,What is the economy of India?,14.456033706665039,0.2620220184326172,30.71117401123047,0.009775161743164062,0.0362396240234375,45.47715187072754,45.47715187072754,True,True
q12_41,What is the culture of India?,14.679193496704102,0.21886825561523438,24.2459774017334,0.010013580322265625,0.03719329833984375,39.19386863708496,39.19386863708496,True,True
q13_42,What are the major cities in India?,15.488862991333008,0.2498626708984375,34.880876541137695,0.030994415283203125,0.08487701416015625,50.74000358581543,50.74000358581543,True,False
q14_43,What is the education system in India?,14.967203140258789,0.21791458129882812,27.5418758392334,0.009775161743164062,0.03790855407714844,42.77777671813965,42.77777671813965,True,True
q15_44,What is the healthcare system in India?,15.340805053710938,0.225067138671875,28.787851333618164,0.010013580322265625,0.0362396240234375,44.404029846191406,44.404029846191406,True,True
q1_45,What is the capital of India?,14.863967895507812,0.26226043701171875,32.614946365356445,0.027894973754882812,0.0782012939453125,47.85013198852539,47.85013198852539,True,False
q2_46,Who is the prime minister of India?,14.255762100219727,0.23698806762695312,31.03804588317871,0.010013580322265625,0.03790855407714844,45.58086395263672,45.58086395263672,True,True
q3_47,What is the population of India?,14.648914337158203,0.20813941955566406,28.84674072265625,0.010013580322265625,0.03719329833984375,43.75195503234863,43.75195503234863,True,True
q4_48,What are the major religions in India?,14.522075653076172,0.2028942108154297,27.75406837463379,0.010251998901367188,0.0362396240234375,42.526960372924805,42.526960372924805,True,True
q5_49,What is the currency of India?,13.911962509155273,0.2551078796386719,24.82295036315918,0.010967254638671875,0.03790855407714844,39.04294967651367,39.04294967651367,True,True
q6_50,What is the national animal of India?,14.150142669677734,0.2219676971435547,25.068998336791992,0.010967254638671875,0.03814697265625,39.49308395385742,39.49308395385742,True,True
q7_51,What are the official languages of India?,15.163898468017578,0.23484230041503906,26.88121795654297,0.014066696166992188,0.03981590270996094,42.33503341674805,42.33503341674805,True,True
q8_52,What is the climate of India?,15.207052230834961,0.2510547637939453,28.931856155395508,0.0171661376953125,0.04887580871582031,44.45695877075195,44.45695877075195,True,True
q9_53,What is the geography of India?,15.865087509155273,0.28228759765625,35.58087348937988,0.010967254638671875,0.04100799560546875,51.78236961364746,51.78236961364746,True,True
q10_54,What is the history of India?,14.661788940429688,0.24509429931640625,31.589984893798828,0.011920928955078125,0.04100799560546875,46.55170440673828,46.55170440673828,True,True
